investor_id,transaction_date,amfi_code,transaction_type,amount_inr,state,city,city_tier,age_group,gender,annual_income_lakh,payment_mode,kyc_status,transaction_year,transaction_month,transaction_month_name,amount_lakh
INV004759,2024-07-10,102886,SIP,7361,Gujarat,Ahmedabad,T30,36-45,Female,13.8,Cheque,Verified,2024,7,July,0.07361
INV002279,2024-07-10,102887,Redemption,289421,Delhi,Gurugram,T30,36-45,Male,25.1,Cheque,Verified,2024,7,July,2.89421
INV000305,2024-07-10,118633,SIP,58319,Rajasthan,Udaipur,B30,36-45,Male,21.4,Mandate,Verified,2024,7,July,0.58319
INV001369,2024-07-10,100016,SIP,3546,Gujarat,Ahmedabad,T30,46-55,Male,83.8,Net Banking,Verified,2024,7,July,0.03546
INV002821,2024-07-10,118634,Lumpsum,439036,Gujarat,Ahmedabad,T30,36-45,Male,49.9,Cheque,Verified,2024,7,July,4.39036
INV001026,2024-07-10,102885,SIP,2241,Haryana,Gurugram,T30,26-35,Male,12.1,UPI,Verified,2024,7,July,0.02241
INV002134,2024-07-10,118632,SIP,2032,Rajasthan,Udaipur,B30,26-35,Male,24.8,Net Banking,Verified,2024,7,July,0.02032
INV001666,2024-07-10,118636,SIP,1726,Madhya Pradesh,Bhopal,B30,36-45,Male,58.1,Mandate,Verified,2024,7,July,0.01726
INV002230,2024-07-10,118632,Lumpsum,317432,Delhi,Noida,T30,36-45,Male,21.7,UPI,Verified,2024,7,July,3.17432
INV001041,2024-07-10,120844,SIP,833,Madhya Pradesh,Bhopal,B30,18-25,Male,5.1,Net Banking,Verified,2024,7,July,0.00833
INV004440,2024-07-10,118635,Redemption,45386,Telangana,Hyderabad,T30,36-45,Male,33.5,Net Banking,Verified,2024,7,July,0.45386
INV004406,2024-07-10,100016,SIP,7598,Rajasthan,Jaipur,T30,36-45,Male,12.2,Net Banking,Verified,2024,7,July,0.07598
INV004099,2024-07-10,101208,Redemption,218221,West Bengal,Kolkata,T30,26-35,Male,22.6,UPI,Verified,2024,7,July,2.18221
INV000292,2024-07-10,120844,Lumpsum,527770,Uttar Pradesh,Lucknow,T30,18-25,Male,3.3,Cheque,Verified,2024,7,July,5.2777
INV004846,2024-07-10,118635,Lumpsum,170752,Rajasthan,Udaipur,B30,26-35,Male,9.2,Net Banking,Verified,2024,7,July,1.70752
INV004734,2024-07-10,120842,Lumpsum,401003,Uttar Pradesh,Kanpur,B30,36-45,Male,32.4,Cheque,Verified,2024,7,July,4.01003
INV002067,2024-07-10,125497,SIP,4237,Gujarat,Ahmedabad,T30,36-45,Female,46.2,Mandate,Verified,2024,7,July,0.04237
INV003714,2024-07-10,120842,Lumpsum,48027,Punjab,Chandigarh,T30,46-55,Female,52.9,UPI,Verified,2024,7,July,0.48027
INV000992,2024-07-10,119095,SIP,2950,Tamil Nadu,Coimbatore,B30,46-55,Female,83.5,Cheque,Verified,2024,7,July,0.0295
INV001036,2024-07-10,120504,Lumpsum,238073,Punjab,Chandigarh,T30,46-55,Female,40.5,Cheque,Verified,2024,7,July,2.38073
INV002111,2024-07-10,118636,Lumpsum,387101,Telangana,Hyderabad,T30,36-45,Female,29.2,Net Banking,Verified,2024,7,July,3.87101
INV001813,2024-07-10,119093,Lumpsum,336562,Karnataka,Mysore,B30,36-45,Male,27.0,Net Banking,Verified,2024,7,July,3.36562
INV000270,2024-07-10,148568,Lumpsum,334830,Maharashtra,Mumbai,T30,18-25,Male,7.6,Net Banking,Verified,2024,7,July,3.3483
INV002295,2024-07-10,120506,SIP,1065,Telangana,Hyderabad,T30,26-35,Female,17.9,Net Banking,Verified,2024,7,July,0.01065
INV001663,2024-07-10,100033,SIP,1008,Gujarat,Surat,T30,36-45,Female,29.2,UPI,Verified,2024,7,July,0.01008
INV004910,2024-07-10,148568,Redemption,222750,Karnataka,Mysore,B30,26-35,Female,22.7,Net Banking,Verified,2024,7,July,2.2275
INV001170,2024-07-10,148569,SIP,29902,Karnataka,Mysore,B30,36-45,Male,34.6,Net Banking,Verified,2024,7,July,0.29902
INV000084,2024-07-10,148568,SIP,8759,West Bengal,Kolkata,T30,26-35,Male,11.2,Mandate,Verified,2024,7,July,0.08759
INV001738,2024-07-10,102885,SIP,459,Karnataka,Bangalore,T30,36-45,Female,41.2,Mandate,Verified,2024,7,July,0.00459
INV003963,2024-07-10,102885,SIP,1076,Tamil Nadu,Chennai,T30,26-35,Male,18.1,UPI,Verified,2024,7,July,0.01076
INV001097,2024-07-10,119094,Lumpsum,302855,Gujarat,Ahmedabad,T30,26-35,Female,16.7,Net Banking,Verified,2024,7,July,3.02855
INV001905,2024-07-10,125498,SIP,25252,Tamil Nadu,Chennai,T30,26-35,Male,19.2,Cheque,Verified,2024,7,July,0.25252
INV001102,2024-07-10,101206,SIP,2565,West Bengal,Kolkata,T30,46-55,Male,22.2,Net Banking,Verified,2024,7,July,0.02565
INV004333,2024-07-10,119599,Lumpsum,265079,Telangana,Hyderabad,T30,36-45,Female,14.8,UPI,Pending,2024,7,July,2.65079
INV004362,2024-07-10,120504,SIP,1779,West Bengal,Kolkata,T30,26-35,Female,12.1,Cheque,Verified,2024,7,July,0.01779
INV003205,2024-07-10,120506,SIP,5171,Punjab,Chandigarh,T30,26-35,Female,16.1,UPI,Verified,2024,7,July,0.05171
INV000452,2024-07-10,119552,SIP,51702,Tamil Nadu,Coimbatore,B30,26-35,Male,18.1,UPI,Verified,2024,7,July,0.51702
INV003207,2024-07-10,100016,SIP,5355,Rajasthan,Jaipur,T30,46-55,Male,48.9,Mandate,Verified,2024,7,July,0.05355
INV001434,2024-07-10,119094,SIP,920,Maharashtra,Mumbai,T30,46-55,Male,92.6,Net Banking,Verified,2024,7,July,0.0092
INV000048,2024-07-10,119092,Lumpsum,90014,Rajasthan,Jaipur,T30,36-45,Female,15.0,Mandate,Verified,2024,7,July,0.90014
INV002275,2024-07-10,119599,Lumpsum,407583,Maharashtra,Mumbai,T30,18-25,Male,7.1,Mandate,Verified,2024,7,July,4.07583
INV004579,2024-07-10,118633,SIP,4012,Rajasthan,Jaipur,T30,26-35,Male,18.7,Cheque,Verified,2024,7,July,0.04012
INV000039,2024-07-10,120506,SIP,1030,Madhya Pradesh,Bhopal,B30,26-35,Male,6.5,Mandate,Verified,2024,7,July,0.0103
INV000776,2024-07-10,119095,Lumpsum,234208,Rajasthan,Jaipur,T30,26-35,Male,12.4,Cheque,Verified,2024,7,July,2.34208
INV003607,2024-07-10,100016,SIP,948,Delhi,Gurugram,T30,18-25,Male,4.7,Mandate,Verified,2024,7,July,0.00948
INV002198,2024-07-10,125497,SIP,13472,Delhi,Gurugram,T30,36-45,Female,43.3,Net Banking,Verified,2024,7,July,0.13472
INV003779,2024-07-10,120507,SIP,574,Delhi,New Delhi,T30,26-35,Male,21.9,Net Banking,Verified,2024,7,July,0.00574
INV000823,2024-07-10,120506,SIP,1181,Madhya Pradesh,Bhopal,B30,46-55,Male,41.5,Cheque,Verified,2024,7,July,0.01181
INV000020,2024-07-10,101206,Redemption,194339,Delhi,Noida,T30,36-45,Female,17.0,Cheque,Verified,2024,7,July,1.94339
INV002602,2024-07-10,119092,SIP,1891,Gujarat,Surat,T30,56+,Female,45.7,Cheque,Verified,2024,7,July,0.01891
INV004502,2024-07-10,125497,SIP,6139,Rajasthan,Udaipur,B30,36-45,Male,59.0,Net Banking,Verified,2024,7,July,0.06139
INV004497,2024-07-10,101207,SIP,15460,Rajasthan,Jaipur,T30,26-35,Female,13.3,UPI,Verified,2024,7,July,0.1546
INV003928,2024-07-10,149322,SIP,23970,Rajasthan,Jaipur,T30,36-45,Male,22.8,Net Banking,Verified,2024,7,July,0.2397
INV001235,2024-07-10,148569,SIP,25662,Haryana,Faridabad,B30,26-35,Male,19.3,Cheque,Pending,2024,7,July,0.25662
INV002994,2024-07-10,119094,SIP,27948,Karnataka,Mysore,B30,18-25,Male,8.0,Net Banking,Verified,2024,7,July,0.27948
INV004488,2024-07-10,118635,SIP,7275,Maharashtra,Nashik,B30,56+,Male,69.8,Cheque,Verified,2024,7,July,0.07275
INV001900,2024-07-10,120841,SIP,421,Tamil Nadu,Coimbatore,B30,36-45,Female,19.7,UPI,Verified,2024,7,July,0.00421
INV003323,2024-07-10,102885,Redemption,423921,Delhi,Noida,T30,46-55,Male,22.4,Net Banking,Verified,2024,7,July,4.23921
INV000620,2024-07-10,148567,SIP,7741,Telangana,Hyderabad,T30,26-35,Male,16.1,UPI,Verified,2024,7,July,0.07741
INV000349,2024-07-10,119599,SIP,8182,Maharashtra,Mumbai,T30,18-25,Female,3.8,Cheque,Verified,2024,7,July,0.08182
INV001544,2024-07-10,149322,Redemption,395915,Uttar Pradesh,Kanpur,B30,18-25,Female,5.9,UPI,Verified,2024,7,July,3.95915
INV002165,2024-07-10,119094,Lumpsum,242421,Telangana,Hyderabad,T30,46-55,Male,46.2,UPI,Verified,2024,7,July,2.42421
INV001707,2024-07-10,101207,Lumpsum,34876,Punjab,Chandigarh,T30,26-35,Male,9.5,Net Banking,Verified,2024,7,July,0.34876
INV000371,2024-07-10,102886,Lumpsum,114964,Uttar Pradesh,Agra,B30,26-35,Male,14.6,Cheque,Verified,2024,7,July,1.14964
INV000337,2024-07-10,148567,SIP,20611,Haryana,Faridabad,B30,56+,Female,73.4,Net Banking,Verified,2024,7,July,0.20611
INV004112,2024-07-10,119120,SIP,11622,Madhya Pradesh,Bhopal,B30,46-55,Male,30.0,UPI,Verified,2024,7,July,0.11622
INV002862,2024-07-10,119094,SIP,572,Telangana,Hyderabad,T30,56+,Male,72.7,Cheque,Pending,2024,7,July,0.00572
INV000331,2024-07-10,120843,SIP,50439,Madhya Pradesh,Indore,T30,36-45,Male,15.5,Cheque,Verified,2024,7,July,0.50439
INV002636,2024-07-10,101206,SIP,530,West Bengal,Kolkata,T30,56+,Female,21.0,Net Banking,Verified,2024,7,July,0.0053
INV000148,2024-07-10,120504,SIP,24886,Telangana,Hyderabad,T30,18-25,Female,3.5,Net Banking,Verified,2024,7,July,0.24886
INV004007,2024-07-10,118634,SIP,562,Delhi,New Delhi,T30,18-25,Female,4.5,Cheque,Verified,2024,7,July,0.00562
INV003892,2024-07-10,118632,Lumpsum,358731,Punjab,Amritsar,B30,46-55,Male,24.4,Net Banking,Pending,2024,7,July,3.58731
INV000323,2024-07-10,119551,Lumpsum,348334,Telangana,Hyderabad,T30,26-35,Female,23.0,UPI,Verified,2024,7,July,3.48334
INV003511,2024-07-10,119551,SIP,1192,Haryana,Gurugram,T30,46-55,Male,36.8,Mandate,Verified,2024,7,July,0.01192
INV000753,2024-07-10,119095,Redemption,343968,Haryana,Faridabad,B30,46-55,Male,82.4,UPI,Verified,2024,7,July,3.43968
INV001897,2024-07-11,119551,Lumpsum,37668,Maharashtra,Mumbai,T30,26-35,Male,8.6,Net Banking,Verified,2024,7,July,0.37668
INV000567,2024-07-11,149323,Lumpsum,377559,Delhi,New Delhi,T30,26-35,Male,9.1,Cheque,Pending,2024,7,July,3.77559
INV004118,2024-07-11,118635,Lumpsum,423764,Punjab,Chandigarh,T30,36-45,Male,26.2,Net Banking,Verified,2024,7,July,4.23764
INV001942,2024-07-11,118636,Lumpsum,386349,Tamil Nadu,Coimbatore,B30,26-35,Female,20.3,Net Banking,Verified,2024,7,July,3.86349
INV001230,2024-07-11,118632,SIP,28168,Gujarat,Surat,T30,46-55,Male,96.9,Net Banking,Verified,2024,7,July,0.28168
INV001002,2024-07-11,118633,SIP,10436,Telangana,Hyderabad,T30,36-45,Male,52.5,Mandate,Pending,2024,7,July,0.10436
INV003735,2024-07-11,120507,SIP,2771,Gujarat,Ahmedabad,T30,36-45,Female,13.9,Mandate,Verified,2024,7,July,0.02771
INV002941,2024-07-11,119095,SIP,2384,Rajasthan,Udaipur,B30,36-45,Female,59.2,Cheque,Verified,2024,7,July,0.02384
INV003101,2024-07-11,119095,Redemption,256883,Tamil Nadu,Chennai,T30,26-35,Female,24.8,Mandate,Verified,2024,7,July,2.56883
INV004484,2024-07-11,101208,Lumpsum,346546,Punjab,Amritsar,B30,46-55,Male,61.9,Mandate,Verified,2024,7,July,3.46546
INV003100,2024-07-11,120504,SIP,409,Telangana,Hyderabad,T30,26-35,Male,16.5,Cheque,Verified,2024,7,July,0.00409
INV004228,2024-07-11,119120,Redemption,174182,Madhya Pradesh,Bhopal,B30,26-35,Female,18.0,Net Banking,Verified,2024,7,July,1.74182
INV000935,2024-07-11,120844,SIP,2481,Telangana,Hyderabad,T30,36-45,Male,14.6,UPI,Verified,2024,7,July,0.02481
INV001885,2024-07-11,148569,SIP,402,Karnataka,Bangalore,T30,26-35,Male,18.8,Net Banking,Verified,2024,7,July,0.00402
INV002693,2024-07-11,102885,SIP,11959,Uttar Pradesh,Kanpur,B30,26-35,Male,22.5,Mandate,Verified,2024,7,July,0.11959
INV000381,2024-07-11,119120,Lumpsum,163752,Telangana,Hyderabad,T30,36-45,Female,41.2,Cheque,Verified,2024,7,July,1.63752
INV002460,2024-07-11,102886,SIP,53176,Madhya Pradesh,Bhopal,B30,36-45,Male,44.8,UPI,Verified,2024,7,July,0.53176
INV002543,2024-07-11,148567,SIP,2340,Madhya Pradesh,Indore,T30,18-25,Female,7.7,Net Banking,Verified,2024,7,July,0.0234
INV002025,2024-07-11,120503,SIP,8364,Karnataka,Mysore,B30,26-35,Female,23.7,Net Banking,Verified,2024,7,July,0.08364
INV004621,2024-07-11,120504,SIP,8317,Punjab,Amritsar,B30,36-45,Female,16.9,Net Banking,Verified,2024,7,July,0.08317
INV004440,2024-07-11,101206,SIP,2304,Telangana,Hyderabad,T30,36-45,Male,33.5,Net Banking,Verified,2024,7,July,0.02304
INV001695,2024-07-11,119093,SIP,9255,Punjab,Amritsar,B30,36-45,Male,24.0,Mandate,Verified,2024,7,July,0.09255
INV002077,2024-07-11,120507,SIP,2009,West Bengal,Kolkata,T30,18-25,Female,6.3,Cheque,Verified,2024,7,July,0.02009
INV004208,2024-07-11,149324,SIP,2334,West Bengal,Kolkata,T30,36-45,Male,53.3,Mandate,Verified,2024,7,July,0.02334
INV000354,2024-07-11,100016,Lumpsum,191334,Telangana,Hyderabad,T30,26-35,Male,21.2,UPI,Pending,2024,7,July,1.91334
INV001291,2024-07-11,119095,SIP,2755,Uttar Pradesh,Lucknow,T30,46-55,Male,89.1,Net Banking,Pending,2024,7,July,0.02755
INV000926,2024-07-11,120841,SIP,956,Delhi,New Delhi,T30,36-45,Male,46.1,Net Banking,Verified,2024,7,July,0.00956
INV004126,2024-07-11,119093,Lumpsum,294498,Delhi,Noida,T30,26-35,Female,14.7,Cheque,Verified,2024,7,July,2.94498
INV002782,2024-07-11,101206,SIP,12043,Punjab,Chandigarh,T30,18-25,Male,3.7,Mandate,Pending,2024,7,July,0.12043
INV004125,2024-07-11,149324,SIP,40082,Gujarat,Surat,T30,26-35,Male,9.4,Mandate,Pending,2024,7,July,0.40082
INV000292,2024-07-11,118632,SIP,8154,Uttar Pradesh,Lucknow,T30,18-25,Male,3.3,UPI,Verified,2024,7,July,0.08154
INV002876,2024-07-11,118635,Redemption,266257,Uttar Pradesh,Kanpur,B30,36-45,Female,44.6,UPI,Verified,2024,7,July,2.66257
INV000462,2024-07-11,120844,SIP,3432,Haryana,Gurugram,T30,56+,Female,42.3,UPI,Verified,2024,7,July,0.03432
INV001881,2024-07-11,120507,SIP,1180,Telangana,Hyderabad,T30,26-35,Male,11.2,Cheque,Verified,2024,7,July,0.0118
INV004440,2024-07-11,119551,Redemption,169760,Telangana,Hyderabad,T30,36-45,Male,33.5,UPI,Verified,2024,7,July,1.6976
INV004481,2024-07-11,149322,SIP,5694,Rajasthan,Jaipur,T30,46-55,Male,60.1,Mandate,Verified,2024,7,July,0.05694
INV004983,2024-07-11,148568,SIP,54708,Madhya Pradesh,Bhopal,B30,26-35,Male,20.6,Mandate,Verified,2024,7,July,0.54708
INV000180,2024-07-11,149322,SIP,2745,Tamil Nadu,Coimbatore,B30,46-55,Female,24.7,Cheque,Verified,2024,7,July,0.02745
INV000129,2024-07-11,119551,SIP,539,Punjab,Amritsar,B30,26-35,Female,21.4,UPI,Verified,2024,7,July,0.00539
INV000172,2024-07-11,119552,SIP,2253,Delhi,Noida,T30,36-45,Male,53.2,UPI,Verified,2024,7,July,0.02253
INV002486,2024-07-11,148568,SIP,25596,Gujarat,Surat,T30,56+,Male,16.2,Net Banking,Verified,2024,7,July,0.25596
INV003564,2024-07-11,119598,SIP,41829,Telangana,Hyderabad,T30,18-25,Male,6.8,Mandate,Verified,2024,7,July,0.41829
INV003491,2024-07-11,148567,Lumpsum,371416,Delhi,Noida,T30,46-55,Male,92.5,Cheque,Verified,2024,7,July,3.71416
INV001024,2024-07-11,119094,Redemption,311996,Uttar Pradesh,Agra,B30,18-25,Female,6.7,Cheque,Verified,2024,7,July,3.11996
INV002202,2024-07-11,118636,Lumpsum,271547,Madhya Pradesh,Indore,T30,18-25,Female,7.1,Net Banking,Verified,2024,7,July,2.71547
INV000634,2024-07-11,120841,SIP,1050,Karnataka,Bangalore,T30,26-35,Female,22.7,Net Banking,Verified,2024,7,July,0.0105
INV001628,2024-07-11,119093,SIP,51248,Rajasthan,Jaipur,T30,36-45,Female,45.6,UPI,Verified,2024,7,July,0.51248
INV004875,2024-07-11,120842,SIP,1772,West Bengal,Kolkata,T30,26-35,Male,25.0,Net Banking,Verified,2024,7,July,0.01772
INV001840,2024-07-11,102887,SIP,26708,Uttar Pradesh,Agra,B30,18-25,Male,5.6,Net Banking,Verified,2024,7,July,0.26708
INV001162,2024-07-11,120844,Redemption,395217,Gujarat,Surat,T30,46-55,Female,90.5,Cheque,Verified,2024,7,July,3.95217
INV003542,2024-07-11,102886,SIP,5143,Telangana,Hyderabad,T30,26-35,Male,10.0,Mandate,Pending,2024,7,July,0.05143
INV002641,2024-07-11,149324,SIP,2072,Maharashtra,Nashik,B30,56+,Male,27.1,Cheque,Verified,2024,7,July,0.02072
INV000058,2024-07-11,125498,SIP,9437,Maharashtra,Mumbai,T30,26-35,Male,19.9,Net Banking,Pending,2024,7,July,0.09437
INV003911,2024-07-11,125498,Lumpsum,70659,Telangana,Hyderabad,T30,36-45,Male,21.5,UPI,Verified,2024,7,July,0.70659
INV003097,2024-07-11,102886,Lumpsum,202820,Punjab,Chandigarh,T30,26-35,Male,21.5,Mandate,Verified,2024,7,July,2.0282
INV003536,2024-07-11,100025,SIP,27445,Maharashtra,Nashik,B30,36-45,Male,36.9,Cheque,Verified,2024,7,July,0.27445
INV003925,2024-07-11,118636,Lumpsum,263187,Punjab,Amritsar,B30,26-35,Female,14.2,Mandate,Pending,2024,7,July,2.63187
INV001160,2024-07-11,119598,SIP,11333,Karnataka,Mysore,B30,36-45,Female,13.8,Net Banking,Verified,2024,7,July,0.11333
INV000625,2024-07-11,148567,SIP,2287,Rajasthan,Jaipur,T30,46-55,Female,19.7,Net Banking,Verified,2024,7,July,0.02287
INV000147,2024-07-11,120506,Redemption,38930,Rajasthan,Jaipur,T30,26-35,Male,15.7,Cheque,Verified,2024,7,July,0.3893
INV001398,2024-07-11,118636,Lumpsum,71445,Madhya Pradesh,Indore,T30,26-35,Female,18.4,UPI,Verified,2024,7,July,0.71445
INV001837,2024-07-11,119598,Lumpsum,389816,Uttar Pradesh,Agra,B30,18-25,Male,5.5,UPI,Verified,2024,7,July,3.89816
INV001100,2024-07-11,118632,SIP,17779,Rajasthan,Udaipur,B30,36-45,Male,43.0,Mandate,Verified,2024,7,July,0.17779
INV000158,2024-07-11,100033,SIP,835,Madhya Pradesh,Bhopal,B30,36-45,Male,26.1,UPI,Verified,2024,7,July,0.00835
INV003634,2024-07-12,118636,Redemption,47066,Punjab,Chandigarh,T30,46-55,Female,87.5,Net Banking,Verified,2024,7,July,0.47066
INV004137,2024-07-12,119092,Lumpsum,171392,West Bengal,Kolkata,T30,18-25,Female,6.2,Mandate,Verified,2024,7,July,1.71392
INV002585,2024-07-12,148568,SIP,5380,Uttar Pradesh,Lucknow,T30,18-25,Male,3.2,UPI,Verified,2024,7,July,0.0538
INV002577,2024-07-12,149323,SIP,46803,Karnataka,Mysore,B30,36-45,Female,60.0,UPI,Pending,2024,7,July,0.46803
INV003914,2024-07-12,119599,SIP,59970,Karnataka,Bangalore,T30,26-35,Male,8.9,Mandate,Verified,2024,7,July,0.5997
INV001921,2024-07-12,149323,Lumpsum,25916,Gujarat,Surat,T30,26-35,Female,13.5,Cheque,Verified,2024,7,July,0.25916
INV001893,2024-07-12,118633,SIP,1077,Punjab,Chandigarh,T30,26-35,Female,12.7,Net Banking,Verified,2024,7,July,0.01077
INV001857,2024-07-12,102887,SIP,10549,Tamil Nadu,Chennai,T30,26-35,Male,24.0,UPI,Verified,2024,7,July,0.10549
INV001210,2024-07-12,102887,SIP,2850,Uttar Pradesh,Agra,B30,36-45,Male,25.5,Mandate,Verified,2024,7,July,0.0285
INV003215,2024-07-12,119093,SIP,2252,Gujarat,Surat,T30,26-35,Female,20.9,UPI,Verified,2024,7,July,0.02252
INV000696,2024-07-12,102887,SIP,8705,Madhya Pradesh,Indore,T30,26-35,Male,10.7,Net Banking,Verified,2024,7,July,0.08705
INV002423,2024-07-12,102885,SIP,23308,Haryana,Gurugram,T30,46-55,Male,38.7,Net Banking,Verified,2024,7,July,0.23308
INV000319,2024-07-12,101208,Lumpsum,499767,Maharashtra,Mumbai,T30,56+,Male,74.8,Cheque,Verified,2024,7,July,4.99767
INV003052,2024-07-12,120844,SIP,17479,Karnataka,Mysore,B30,18-25,Female,7.0,Mandate,Verified,2024,7,July,0.17479
INV002928,2024-07-12,120507,Redemption,75773,Tamil Nadu,Coimbatore,B30,26-35,Male,9.4,Mandate,Verified,2024,7,July,0.75773
INV003450,2024-07-12,100033,SIP,6564,Maharashtra,Nashik,B30,18-25,Female,4.2,Net Banking,Verified,2024,7,July,0.06564
INV001320,2024-07-12,120844,SIP,2297,Punjab,Amritsar,B30,36-45,Male,31.8,Net Banking,Verified,2024,7,July,0.02297
INV000134,2024-07-12,148567,SIP,591,Punjab,Chandigarh,T30,36-45,Female,50.2,Cheque,Verified,2024,7,July,0.00591
INV000329,2024-07-12,100033,SIP,1127,Tamil Nadu,Chennai,T30,18-25,Male,6.5,Mandate,Verified,2024,7,July,0.01127
INV004198,2024-07-12,119120,SIP,586,West Bengal,Kolkata,T30,26-35,Male,6.1,Net Banking,Verified,2024,7,July,0.00586
INV001223,2024-07-12,119120,Lumpsum,472584,Punjab,Amritsar,B30,56+,Male,46.0,UPI,Pending,2024,7,July,4.72584
INV002947,2024-07-12,101207,SIP,2652,Maharashtra,Nashik,B30,46-55,Male,73.3,Mandate,Verified,2024,7,July,0.02652
INV002290,2024-07-12,100033,SIP,28976,Gujarat,Ahmedabad,T30,36-45,Male,24.7,Cheque,Verified,2024,7,July,0.28976
INV004599,2024-07-12,118636,Redemption,189767,West Bengal,Kolkata,T30,36-45,Male,22.8,Net Banking,Verified,2024,7,July,1.89767
INV004178,2024-07-12,119552,SIP,5305,Rajasthan,Jaipur,T30,26-35,Male,24.4,Mandate,Verified,2024,7,July,0.05305
INV004945,2024-07-12,119095,Lumpsum,434590,West Bengal,Kolkata,T30,36-45,Female,56.8,Cheque,Verified,2024,7,July,4.3459
INV003194,2024-07-12,102887,SIP,1171,Haryana,Faridabad,B30,26-35,Female,19.5,Net Banking,Verified,2024,7,July,0.01171
INV000867,2024-07-12,120841,SIP,507,Delhi,Noida,T30,26-35,Male,20.6,UPI,Verified,2024,7,July,0.00507
INV004939,2024-07-12,119552,SIP,44794,Punjab,Amritsar,B30,18-25,Male,4.7,Net Banking,Pending,2024,7,July,0.44794
INV004174,2024-07-12,119095,Lumpsum,345525,Rajasthan,Udaipur,B30,18-25,Male,4.7,Mandate,Verified,2024,7,July,3.45525
INV000876,2024-07-12,119094,Redemption,437610,Tamil Nadu,Chennai,T30,26-35,Male,17.4,Net Banking,Verified,2024,7,July,4.3761
INV004233,2024-07-12,119095,SIP,966,Maharashtra,Nashik,B30,26-35,Female,8.7,Net Banking,Verified,2024,7,July,0.00966
INV003025,2024-07-12,102887,SIP,12053,Gujarat,Surat,T30,26-35,Female,11.9,Cheque,Verified,2024,7,July,0.12053
INV004361,2024-07-12,101208,SIP,2917,Haryana,Faridabad,B30,26-35,Female,18.4,Mandate,Verified,2024,7,July,0.02917
INV001526,2024-07-12,149324,SIP,4427,Madhya Pradesh,Bhopal,B30,26-35,Female,19.1,Cheque,Verified,2024,7,July,0.04427
INV004629,2024-07-12,118635,SIP,26103,Karnataka,Bangalore,T30,18-25,Female,4.9,Net Banking,Verified,2024,7,July,0.26103
INV004579,2024-07-12,119095,SIP,2939,Rajasthan,Jaipur,T30,26-35,Male,18.7,Mandate,Verified,2024,7,July,0.02939
INV002942,2024-07-12,120503,SIP,573,Delhi,Noida,T30,36-45,Male,27.8,Mandate,Pending,2024,7,July,0.00573
INV003857,2024-07-12,118634,Lumpsum,489635,Madhya Pradesh,Indore,T30,18-25,Male,3.8,Cheque,Verified,2024,7,July,4.89635
INV002280,2024-07-12,120504,Lumpsum,314684,Karnataka,Mysore,B30,18-25,Male,3.5,UPI,Verified,2024,7,July,3.14684
INV001118,2024-07-12,118635,Redemption,546521,Haryana,Gurugram,T30,18-25,Male,6.7,Cheque,Verified,2024,7,July,5.46521
INV004920,2024-07-12,149324,SIP,3540,Rajasthan,Jaipur,T30,56+,Male,16.3,Mandate,Verified,2024,7,July,0.0354
INV002292,2024-07-12,125498,Lumpsum,144642,Rajasthan,Udaipur,B30,36-45,Male,54.1,Cheque,Verified,2024,7,July,1.44642
INV003415,2024-07-12,118632,SIP,15506,Gujarat,Surat,T30,46-55,Male,96.6,Cheque,Verified,2024,7,July,0.15506
INV002247,2024-07-12,118635,SIP,16368,Karnataka,Mysore,B30,18-25,Female,6.1,Cheque,Verified,2024,7,July,0.16368
INV002903,2024-07-12,120507,SIP,2506,Madhya Pradesh,Indore,T30,36-45,Male,45.0,Mandate,Verified,2024,7,July,0.02506
INV001970,2024-07-12,120507,Lumpsum,52428,Gujarat,Surat,T30,36-45,Male,55.1,Mandate,Verified,2024,7,July,0.52428
INV001069,2024-07-12,100025,SIP,4664,Telangana,Hyderabad,T30,26-35,Male,19.1,UPI,Verified,2024,7,July,0.04664
INV002732,2024-07-12,100016,SIP,9584,Uttar Pradesh,Lucknow,T30,18-25,Male,4.5,Mandate,Verified,2024,7,July,0.09584
INV001178,2024-07-12,148567,SIP,1060,West Bengal,Kolkata,T30,26-35,Female,10.3,UPI,Pending,2024,7,July,0.0106
INV001143,2024-07-12,119552,SIP,831,Delhi,Noida,T30,26-35,Male,10.7,Cheque,Verified,2024,7,July,0.00831
INV001243,2024-07-12,119093,SIP,25235,Uttar Pradesh,Agra,B30,36-45,Male,14.1,Mandate,Verified,2024,7,July,0.25235
INV004303,2024-07-12,101206,Lumpsum,279744,Punjab,Chandigarh,T30,26-35,Male,24.4,Mandate,Verified,2024,7,July,2.79744
INV001881,2024-07-12,100025,SIP,804,Telangana,Hyderabad,T30,26-35,Male,11.2,Net Banking,Verified,2024,7,July,0.00804
INV001954,2024-07-12,119598,SIP,1991,Uttar Pradesh,Agra,B30,26-35,Male,15.6,Cheque,Verified,2024,7,July,0.01991
INV004091,2024-07-12,149323,Lumpsum,75297,Tamil Nadu,Chennai,T30,26-35,Male,7.2,UPI,Pending,2024,7,July,0.75297
INV004084,2024-07-12,102887,SIP,11943,Telangana,Hyderabad,T30,26-35,Male,9.9,UPI,Verified,2024,7,July,0.11943
INV001689,2024-07-12,118633,Redemption,330799,Haryana,Faridabad,B30,36-45,Male,40.4,UPI,Verified,2024,7,July,3.30799
INV004099,2024-07-12,120842,SIP,563,West Bengal,Kolkata,T30,26-35,Male,22.6,Cheque,Verified,2024,7,July,0.00563
